261.6;0.6382978723
261.6;0.6382978723
261.6;0.6382978723
293.7;0.6382978723
329.6;1.2765957447
293.7;1.2765957447
261.6;0.6382978723
329.6;0.6382978723
293.7;0.6382978723
293.7;0.6382978723
261.6;2.5531914894
261.6;0.6382978723
261.6;0.6382978723
261.6;0.6382978723
293.7;0.6382978723
329.6;1.2765957447
293.7;1.2765957447
261.6;0.6382978723
329.6;0.6382978723
293.7;0.6382978723
293.7;0.6382978723
261.6;1.2765957447
293.7;0.6382978723
293.7;0.6382978723
293.7;0.6382978723
293.7;0.6382978723
220.0;1.2765957447
220.0;1.2765957447
293.7;0.6382978723
261.6;0.6382978723
246.9;0.6382978723
220.0;0.6382978723
196.0;1.2765957447
261.6;0.6382978723
261.6;0.6382978723
261.6;0.6382978723
293.7;0.6382978723
329.6;1.2765957447
293.7;1.2765957447
261.6;0.6382978723
329.6;0.6382978723
293.7;0.6382978723
293.7;0.6382978723
261.6;2.5531914894
