415.3;0.333333333
830.6;1.333333333
698.5;1.333333333
622.3;0.333333333
698.5;0.333333333
622.3;2.333333333
554.4;0.333333333
622.3;0.333333333
554.4;0.5
698.5;1
554.4;0.833333333
523.3;0.333333333
554.4;0.333333333
523.3;2.333333333
466.2;0.333333333
523.3;0.333333333
466.2;0.333333333
622.3;0.333333333
466.2;0.333333333
415.3;0.333333333
466.2;0.333333333
415.3;0.666666667
370.0;0.333333333
415.3;0.333333333
370.0;1
349.2;1.333333333
349.2;0.333333333
370.0;0.333333333
349.2;0.333333333
466.2;0.333333333
349.2;0.333333333
311.1;0.333333333
349.2;0.333333333
311.1;0.666666667
277.2;0.333333333
311.1;0.333333333
277.2;1
261.6;1
207.7;1
