370.0;1.381578947
415.3;0.197368421
440.0;1.381578947
493.9;0.197368421
440.0;0.394736842
415.3;0.394736842
440.0;0.394736842
370.0;0.394736842
415.3;1.381578947
440.0;0.197368421
415.3;0.394736842
370.0;0.394736842
415.3;0.394736842
329.6;0.394736842
370.0;1.381578947
349.2;0.394736842
277.2;2.368421053
554.4;1.381578947
587.3;0.197368421
659.3;1.381578947
740.0;0.197368421
659.3;0.394736842
587.3;0.394736842
659.3;0.394736842
554.4;0.394736842
587.3;1.381578947
659.3;0.197368421
587.3;0.394736842
554.4;0.394736842
587.3;0.394736842
493.9;0.394736842
554.4;1.184210526
523.3;0.394736842
554.4;1.578947368
370.0;1.381578947
415.3;0.197368421
440.0;1.381578947
493.9;0.197368421
440.0;0.394736842
415.3;0.394736842
440.0;0.394736842
370.0;0.394736842
415.3;1.381578947
440.0;0.197368421
415.3;0.394736842
370.0;0.394736842
415.3;0.394736842
329.6;0.394736842
370.0;1.381578947
349.2;0.394736842
277.2;2.368421053
